FAFB,BANC,MCNS
720575940644093719,720575941531508867,36465
720575940629208684,720575941558511375,534408
720575940609120725,720575941515387139,534526
720575940625820541,720575941516235923,91833
720575940624928270,720575941440703935,137263
720575940659418241,720575941450217294,53981
720575940632912548,720575941620697983,39463
720575940642269581,720575941582745183,91440
720575940614740546,720575941448212661,90725
720575940634356124,720575941535207962,530146
720575940639697752,720575941594209905,538986
720575940644311968,720575941504456252,541654
720575940635213157,720575941657651280,120577
720575940606964145,720575941527945400,114719
720575940634619929,720575941529529547,549071
720575940626515528,720575941656981016,58066
720575940619276165,720575941546199176,89771
720575940642616205,720575941513940835,549135
720575940637247322,720575941650579953,136601
720575940612651048,720575941526620326,108226
720575940622504191,720575941652280593,120582
720575940641903245,720575941475786548,108641
720575940617743901,720575941498440354,122905
720575940605632433,720575941476802410,92620
720575940632478816,720575941594936197,107161
720575940618623181,720575941400171555,98939
720575940608148316,720575941594841221,102690
720575940627681103,720575941588753207,121112
720575940625774948,720575941501937239,131864
720575940622402742,720575941529510584,45461
720575940633155609,720575941515369059,79992
720575940644352160,720575941615117209,80296
720575940628076017,720575941429481865,72547
720575940634108185,720575941496709831,66751
720575940613140442,720575941452461895,83462
720575940643866528,720575941459635014,136639
720575940632052299,720575941582663519,140627
720575940630470876,720575941643015288,95604
720575940610918754,720575941554341348,146222
720575940633894099,720575941534825153,70748
720575940628379720,720575941503048427,136063
720575940640845731,720575941594602710,23036
720575940637265806,720575941619387775,62927
720575940604986592,720575941440756415,80043
720575940627015187,720575941546935476,129811
720575940617354897,720575941485890370,125147
720575940627011076,720575941485934989,69104
720575940613382678,720575941481916614,75107
720575940616825062,720575941485145741,90833
720575940637784127,720575941602477241,113254
720575940635330484,720575941497681633,126175
720575940618344571,720575941652206809,131328
720575940621536609,720575941537043944,134026
720575940622110925,720575941475725377,99929
720575940619492212,720575941553532699,59346
720575940645921571,720575941511997393,84713
720575940633060269,720575941514634233,77654
720575940626581672,720575941652269585,118127
720575940632431391,720575941592961494,57540
720575940637323829,720575941515597715,58827
720575940632011050,720575941595118887,105011
720575940625768340,720575941352620080,81428
720575940614761647,720575941430781065,71656
720575940616762054,720575941414875793,49178
720575940626553177,720575941468841024,142113
720575940624685070,720575941572113736,141981
720575940632541838,720575941524864845,140699
720575940603884512,720575941468973789,71780
720575940618731899,720575941351902256,111011
720575940629975868,720575941531026635,86632
720575940620229467,720575941581280377,103513
720575940628578603,720575941534413802,63389
720575940628376070,720575941603470265,85369
720575940661057665,720575941536367587,73473
720575940639447101,720575941653782489,132778
720575940627422919,720575941496211328,547237
720575940626077186,720575941474880571,87384
720575940658844545,720575941467217942,68205
720575940628099197,720575941507420545,72555
720575940630605007,720575941519140462,115758
720575940630522081,720575941486123917,74174
720575940637625456,720575941558009359,54777
720575940613663658,720575941625529034,81965
720575940623628582,720575941487638992,74370
720575940626481964,720575941548740413,101006
720575940634215578,720575941518127576,58404
720575940642182619,720575941667962611,133203
720575940631288647,720575941514894691,81870
720575940626440492,720575941513421265,115966
720575940633975065,720575941581885305,196119
720575940627160709,720575941506901342,118406
720575940611136435,720575941701263578,121319
720575940637809124,720575941606240877,100865
720575940635234484,720575941505607447,131322
720575940630645729,720575941526687398,138962
720575940620324929,720575941447691957,68492
720575940635715252,720575941478471904,150345
720575940620250049,720575941631758779,97218
720575940622120998,720575941470839415,77347
720575940640760960,720575941506623361,87546
720575940624750268,720575941536306408,127058
720575940621476357,720575941574820872,74132
720575940622298326,720575941542086492,84364
720575940629803458,720575941516475385,75296
720575940615532191,720575941565036183,159868
720575940624948410,720575941610776394,90062
720575940616575761,720575941486691280,108625
720575940616524305,720575941563205639,105363
720575940620735691,720575941642312274,100073
720575940615263298,720575941731227179,104582
720575940618625620,720575941496252544,87320
720575940617236665,720575941490136117,86734
720575940614747554,720575941637984629,103108
720575940628425475,720575941592375403,52229
720575940624556531,720575941526314317,82324
720575940644376868,720575941533025667,77935
720575940617667284,720575941625540507,59140
720575940627010642,720575941625541531,53461
720575940631141317,720575941490746830,82090
720575940613979176,720575941579419125,62268
720575940608924740,720575941409927851,88642
720575940627041192,720575941530899659,50950
720575940636586096,720575941671024039,82255
720575940639159273,720575941670828967,82121
720575940626292226,720575941574327709,92660
720575940627124234,720575941555860196,51306
720575940613412594,720575941408013230,90557
720575940607349122,720575941581333881,62863
720575940619812717,720575941558719470,103033
720575940612651030,720575941517819608,102495
720575940614431378,720575941438346837,85170
720575940607063730,720575941552761883,101721
720575940626150402,720575941626854713,137666
720575940630533176,720575941563949922,135813
720575940614705133,720575941450209870,65538
720575940609474766,720575941450250845,25804
720575940622669567,720575941504820786,21110
720575940649809273,720575941454969395,12621
720575940623338281,720575941537710824,10394
720575940634560922,720575941556379108,531132
720575940632043320,720575941504602418,199352
720575940626901136,720575941660948348,10923
720575940628883535,720575941490590924,12175
720575940645556334,720575941508471824,13188
720575940634299071,720575941612018406,17842
720575940629970489,720575941565365858,13498
720575940617073113,720575941589118020,513506
720575940610442450,720575941511502290,19955
720575940613380914,720575941567944698,13472
720575940640507763,720575941514019025,17542
720575940626802770,720575941550219837,13668
720575940631283512,720575941688059916,46847
720575940630982442,720575941599874345,529200
720575940623564617,720575941414420884,24504
720575940617461844,720575941453134643,524139
720575940624201033,720575941596060017,12759
720575940617890901,720575941600688681,28109
720575940639019839,720575941481361231,14241
720575940622557675,720575941394073494,265578
720575940616164213,720575941548699965,32609
720575940613422860,720575941449307741,19221
720575940619428289,720575941688904822,18604
720575940628404227,720575941482557638,11389
720575940610780786,720575941414474641,513766
720575940616295749,720575941591386508,521785
720575940635118943,720575941643556709,29157
720575940608451420,720575941546650556,11932
720575940610292430,720575941603036601,13940
720575940618396609,720575941564804503,570458
720575940626562409,720575941652735729,520576
720575940619463924,720575941549540468,514293
720575940639268771,720575941521699319,12803
720575940634252954,720575941546614460,21407
720575940635572592,720575941416722460,29702
720575940612037073,720575941610338406,21895
720575940605419966,720575941609316170,23584
720575940614402828,720575941643454113,74009
720575940636839487,720575941688698331,51252
720575940634062803,720575941527270681,14370
720575940634990873,720575941393557142,513274
720575940614416039,720575941393653142,12640
720575940625811096,720575941524467787,535147
720575940645460260,720575941558413860,19887
720575940602401214,720575941549131553,166524
720575940634318748,720575941644494241,69816
720575940629819510,720575941593019755,173620
720575940629488656,720575941532205797,37416
720575940612434126,720575941554398692,47510
720575940618190566,720575941626644332,54419
720575940648328580,720575941562535336,115110
720575940637081199,720575941611529705,13466
720575940630098937,720575941427938644,13654
720575940622860680,720575941482359491,14839
720575940625988751,720575941407711406,529713
720575940635133803,720575941554206874,62119
720575940628628996,720575941556200275,33671
720575940655133345,720575941515363427,31730
720575940620531403,720575941564778130,277216
720575940621608943,720575941459855686,34054
720575940644939976,720575941574119311,32201
720575940630602809,720575941557817380,185087
720575940613716973,720575941643808161,125200
720575940640704088,720575941653283345,129569
720575940618858038,720575941490482633,156827
720575940627030153,720575941590219518,126242
720575940616904022,720575941616090581,169008
720575940624515591,720575941545976169,122143
720575940620104272,720575941545159017,134530
720575940615861654,720575941523695435,134558
720575940624913907,720575941467874269,117273
720575940635498420,720575941525158244,144547
720575940642626011,720575941439060703,128898
720575940628692815,720575941539801725,147501
720575940627330386,720575941448255669,153131
720575940622345107,720575941430594913,114500
720575940630301482,720575941604744894,117200
720575940607869618,720575941572803579,138819
720575940621741807,720575941651177457,204234
720575940612250547,720575941558617103,162174
720575940622715613,720575941550698751,189154
720575940627654216,720575941572806651,117258
720575940632215085,720575941482607046,193041
720575940649816185,720575941569457396,112850
720575940614194599,720575941400377379,124551
720575940620191704,720575941592132203,135566
720575940615611202,720575941564661602,124259
720575940612949145,720575941408361007,69342
720575940621771124,720575941453360691,46021
720575940606983363,720575941401686563,33864
720575940645555747,720575941577354577,29619
720575940637761112,720575941483356090,14318
720575940610116570,720575941492822142,39649
720575940618135973,720575941530244069,544664
720575940622408542,720575941553475923,81551
720575940616133186,720575941520434611,32159
720575940634149112,720575941603516857,518433
720575940623538951,720575941643315538,65103
720575940608362162,720575941400978211,18452
720575940632512226,720575941477752385,40811
720575940605825666,720575941476743274,11498
720575940618708770,720575941568979962,33791
720575940635745887,720575941552155710,542393
720575940611012194,720575941447980469,532625
720575940627387164,720575941598122688,37153
720575940627793480,720575941474134058,550982
720575940618657861,720575941551816703,32789
720575940623141801,720575941633103301,33064
720575940634623388,720575941593498582,47583
720575940635143068,720575941416388892,20379
720575940613280721,720575941508656656,112891
720575940623743256,720575941392067588,52688
720575940611569893,720575941409294507,73047
720575940616138911,720575941701071066,517345
720575940623707575,720575941516095322,556574
720575940613440483,720575941506762263,89616
720575940631475031,720575941559650575,531390
720575940608924462,720575941560827693,70495
720575940626032176,720575941481954301,60255
720575940629983747,720575941610375014,95888
720575940637271664,720575941563820946,82740
720575940615028399,720575941723867450,525343
720575940627052377,720575941403554160,529745
720575940624123626,720575941533550258,532757
720575940610766485,720575941586088158,534637
720575940620220692,720575941465842966,568641
720575940626250814,720575941403152240,535970
720575940632288849,720575941473670971,119377
720575940618668760,720575941513884163,115897
720575940608969483,720575941591209512,112712
720575940643260360,720575941441241691,117373
720575940612414131,720575941426237524,120985
720575940621346164,720575941481681862,121814
720575940615644319,720575941564470935,101267
720575940617571894,720575941535336218,112656
720575940624137909,720575941488822473,117825
720575940630960492,720575941555954916,131454
720575940627051535,720575941596656064,40589
720575940621025389,720575941534583745,129824
720575940616032710,720575941543140357,537757
720575940610838136,720575941522416715,542248
720575940626878748,720575941537799154,128711
720575940626747663,720575941490023630,525381
720575940618101465,720575941450483834,534512
720575940624204237,720575941399911203,546964
720575940631026588,720575941525433858,548626
720575940628673871,720575941702862042,525380
720575940616884619,720575941643792978,536473
720575940619777159,720575941537853077,526927
720575940633563167,720575941573429661,111392
720575940633837395,720575941632265915,112498
720575940606488510,720575941627712569,176963
720575940631407179,720575941488689717,174307
720575940634347987,720575941437650911,121564
720575940604994476,720575941575140495,121682
720575940621600365,720575941611545830,131132
720575940627993240,720575941525645645,127887
720575940620605633,720575941489984974,121810
720575940618904653,720575941546400648,111229
720575940633974355,720575941594636401,534369
720575940610523460,720575941624779163,111014
720575940631029100,720575941506871621,106949
720575940626573826,720575941415352348,104051
720575940618977182,720575941593534571,106240
720575940624489707,720575941515571961,108856
720575940626063653,720575941535671306,102659
720575940621490036,720575941482504957,105230
720575940636480174,720575941679288765,84715
720575940616677830,720575941483398141,121063
720575940625640691,720575941463517197,121178
720575940626392348,720575941460915923,127514
720575940639374243,720575941481169606,123432
720575940623520525,720575941525435650,115547
720575940637317951,720575941669665201,129191
720575940622038883,720575941438305759,118487
720575940638825030,720575941468556253,121496
720575940640143704,720575941610130409,116733
720575940621025633,720575941638665247,124959
720575940620765678,720575941434264718,114534
720575940631791533,720575941459914707,112812
720575940654075297,720575941455341293,111732
720575940613972143,720575941534732481,116667
720575940620273573,720575941556008612,118111
720575940635231839,720575941541655069,106997
720575940615310041,720575941510965458,114845
720575940610868088,720575941595231877,125543
720575940629488487,720575941476693610,115912
720575940631332111,720575941481791430,113216
720575940618229533,720575941468567005,127921
720575940620267655,720575941459770052,172925
720575940625999544,720575941482382077,124289
720575940628855299,720575941518197358,112223
720575940622268841,720575941486751184,104380
720575940629106682,720575941403694960,105971
720575940623890058,720575941474198331,124386
720575940623911050,720575941448493749,113616
720575940628924971,720575941434731808,118585
720575940626068068,720575941412545135,114211
720575940638067519,720575941670369959,175216
720575940628125321,720575941431042263,104627
720575940625830032,720575941553706779,118858
720575940628104135,720575941414334865,32359
720575940621597167,720575941412919185,548285
720575940639690659,720575941605830509,537610
720575940635947188,720575941631974560,120131
720575940630196284,720575941651409649,122596
720575940614748562,720575941437956831,122714
720575940618159899,720575941446256660,546335
720575940628926992,720575941572883963,105742
720575940634723007,720575941450098554,552851
720575940626094885,720575941593398055,580848
720575940640514419,720575941448812622,532469
720575940619970896,720575941548738365,129374
720575940626491032,720575941625008522,122264
720575940619702955,720575941513969242,105021
720575940622342499,720575941689218011,123612
720575940619726410,720575941491085260,116861
720575940633101741,720575941629224940,115101
720575940634231706,720575941392321686,122906
720575940628735899,720575941626101305,120837
720575940610388434,720575941514495843,113533
720575940620720404,720575941525420877,106554
720575940611550414,720575941530110155,112482
720575940628647153,720575941403578224,122765
720575940613443565,720575941602634486,104806
720575940637915455,720575941476786481,124863
720575940620878433,720575941452127145,124569
720575940642391693,720575941643657928,117535
720575940608568841,720575941475490078,160673
720575940623652937,720575941688239884,117719
720575940628374858,720575941662076540,125184
720575940605671358,720575941434725664,136657
720575940617866385,720575941507132510,188705
720575940614551806,720575941519945907,207950
720575940634140479,720575941531352805,108689
720575940624423432,720575941480830403,114186
720575940616037698,720575941584785030,117943
720575940616038924,720575941596186501,126250
720575940612912051,720575941547864968,122011
720575940632841517,720575941562881448,114878
720575940617380057,720575941552345918,119693
720575940610733870,720575941565232791,106254
720575940630841431,720575941411456879,146582
720575940621762943,720575941464965462,128181
720575940624909351,720575941609559114,119218
720575940612868069,720575941582408543,109381
720575940615756405,720575941594506198,131015
720575940634096496,720575941509427666,134385
720575940608674908,720575941503607639,131848
720575940621276609,720575941537198312,531125
720575940621024862,720575941650658325,126855
720575940629956624,720575941546412680,530833
720575940640733043,720575941515626489,137309
720575940660660865,720575941548588861,526013
720575940626333370,720575941568618484,117991
720575940615611531,720575941480203138,132341
720575940638430271,720575941669332401,132782
720575940638702820,720575941657557272,128502
720575940620776959,720575941574674870,130462
720575940623442568,720575941610798310,101838
720575940640957325,720575941573611273,130496
720575940637863657,720575941610824550,550746
720575940624648679,720575941480053443,117546
720575940619415089,720575941550832702,546394
720575940629424758,720575941489923047,224234
720575940640116312,720575941527241860,197613
720575940616483131,720575941543392857,532073
720575940604541798,720575941453079091,41177
720575940632571715,720575941515846234,70888
720575940622614733,720575941473169962,28399
720575940618750491,720575941444469674,516051
720575940620888865,720575941410520491,93767
720575940620664768,720575941559348751,55693
720575940632310585,720575941583266655,49798
720575940643576736,720575941477169985,128815
720575940629311823,720575941613440732,102836
720575940620306452,720575941480139427,564884
720575940621828848,720575941593982503,528976
720575940626825744,720575941576735833,530579
720575940643423432,720575941574336413,125427
720575940618529927,720575941491564720,546400
720575940624067563,720575941526331236,91591
720575940618097181,720575941507036962,132613
720575940630050810,720575941565227927,81692
720575940621087470,720575941558378767,112672
720575940627825937,720575941503390770,40896
720575940633356369,720575941502032267,82352
720575940619852397,720575941472014944,121225
720575940614301235,720575941626105482,59629
720575940633430241,720575941549965428,117210
720575940619232020,720575941596335749,61575
720575940606470577,720575941589502348,70416
720575940609782793,720575941475749150,63733
720575940616411323,720575941534286090,69828
720575940626276400,720575941654961364,128349
720575940633825166,720575941591726187,51808
720575940626548605,720575941513388387,530206
720575940630767097,720575941519188590,73562
720575940624819785,720575941507781410,27487
720575940612937957,720575941614968985,59005
720575940627750568,720575941581405305,59331
720575940610497582,720575941489065525,66937
720575940609295883,720575941481734851,80283
720575940621317467,720575941563686295,116938
720575940631602251,720575941578242649,130548
720575940629900918,720575941509469906,151741
720575940636989070,720575941455038003,149993
720575940641480155,720575941594450390,109558
720575940625154181,720575941438076991,44930
720575940624919077,720575941551510015,13764
720575940627553923,720575941571581256,25136
720575940613753366,720575941613065180,33714
720575940610277956,720575941491408304,31390
720575940636730981,720575941470050827,541724
720575940632457487,720575941541835356,149387
720575940621794288,720575941584088159,538039
720575940618036258,720575941479779407,70884
720575940645131287,720575941439944911,83558
720575940605430752,720575941431658967,48669
720575940633289517,720575941654633689,81515
720575940620863367,720575941470828919,109076
720575940635266740,720575941573906939,99996
720575940618370885,720575941689540248,539566
720575940617232825,720575941624836972,74862
720575940627089033,720575941644973768,103326
720575940632313675,720575941661164088,93077
720575940617938077,720575941643886693,540440
720575940632021900,720575941525972902,532633
720575940606703305,720575941721927738,125231
720575940640757200,720575941525148004,551166
720575940621353392,720575941642296146,131561
720575940627170437,720575941610728550,112037
720575940637863401,720575941609423690,145810
720575940607632306,720575941498440098,16122
720575940627100618,720575941351178288,116901
720575940622177712,720575941701983706,123080
720575940630126391,720575941537806322,116083
720575940639917171,720575941537107349,86473
720575940634542191,720575941517307096,81023
720575940627573035,720575941512210897,156601
720575940629950482,720575941563874658,73631
720575940628104710,720575941460361412,116962
720575940629367043,720575941547731080,118104
720575940622170582,720575941522494539,70609
720575940616229237,720575941448891470,43267
720575940631048749,720575941425946964,73327
720575940618424645,720575941663072892,84704
720575940627850343,720575941505751831,72590
720575940630736844,720575941591345192,101726
720575940629906748,720575941554442724,91305
720575940615680874,720575941473983274,524828
720575940630337340,720575941686931830,147028
720575940620394223,720575941626245945,64193
720575940633781473,720575941551983422,84527
720575940630032144,720575941491208935,226337
720575940621537908,720575941490817740,139306
720575940630469180,720575941498163067,161826
720575940619144733,720575941540927773,35060
720575940628600326,720575941688714459,74215
720575940630238689,720575941519584435,97228
720575940605783840,720575941462153485,132916
720575940625746920,720575941552306715,90999
720575940626654864,720575941434054688,114983
720575940623673783,720575941556568612,98783
720575940613218046,720575941631940332,94858
720575940608805444,720575941502056791,62566
720575940626834584,720575941502475095,111590
720575940620350191,720575941567780346,158530
720575940612379287,720575941701870298,97850
720575940624669621,720575941537327509,550947
720575940621023926,720575941436950828,119457
720575940631779395,720575941544470021,125914
720575940615761803,720575941392902806,50584
720575940622314317,720575941550949182,552807
720575940610278980,720575941529395915,66577
720575940606407625,720575941573067273,73363
720575940643425646,720575941558497139,72440
720575940633210975,720575941584405982,82930
720575940615569823,720575941505133591,95795
720575940631729987,720575941533386162,155514
720575940633362131,720575941429467017,156891
720575940612393074,720575941561389224,35147
720575940618175316,720575941534732993,276074
720575940639065296,720575941512312017,82011
720575940611091173,720575941565070695,161390
720575940603333804,720575941459998163,115112
720575940632433747,720575941481415107,73012
720575940628007144,720575941408127150,74911
720575940638055002,720575941625653659,92654
720575940624513255,720575941643514312,134766
720575940620059813,720575941533165802,141310
720575940633071827,720575941524955492,139798
720575940618270754,720575941630360300,99918
720575940621445723,720575941564367158,550758
720575940628315197,720575941593452327,148777
720575940613419006,720575941478281834,150842
720575940625996592,720575941504589733,116637
720575940604839084,720575941537488882,86642
720575940605255270,720575941572280059,517219
720575940626854735,720575941631561632,74324
720575940624906340,720575941519433907,96101
720575940618034747,720575941525184356,72403
720575940628408070,720575941546389640,518365
720575940632460881,720575941519504051,178302
720575940638813510,720575941475609630,148348
720575940638815578,720575941572755357,134047
720575940624116407,720575941462137357,64767
720575940632557281,720575941471938368,90709
720575940614499551,720575941489978830,550392
720575940624171959,720575941558668047,529113
720575940628714089,720575941429826441,82590
720575940619146910,720575941669685159,195930
720575940625836121,720575941456847856,545248
720575940618689349,720575941640231967,71165
720575940618517185,720575941508804624,541821
720575940628894780,720575941537453042,71946
720575940619929150,720575941458196038,194866
720575940613321202,720575941489991655,192371
720575940631222585,720575941689231000,79539
720575940624493100,720575941566503470,524987
720575940615263199,720575941431332366,92639
720575940628608003,720575941496496507,552673
720575940636707930,720575941529614795,67994
720575940616320822,720575941525183309,61330
720575940630610852,720575941526276262,120479
720575940631655419,720575941490675150,88685
720575940652186102,720575941556539172,78548
720575940615745548,720575941481807290,145243
720575940631750687,720575941506898341,158576
720575940615676334,720575941451369799,552035
720575940621805261,720575941643065938,17347
720575940635185588,720575941559521139,229891
720575940613425459,720575941668970929,77839
720575940620714921,720575941452057257,71284
720575940624391667,720575941652962321,152829
720575940607378633,720575941518404974,513643
720575940623142426,720575941475448123,12707
720575940624982823,720575941513811532,13615
720575940614403178,720575941595590951,519228
720575940634459290,720575941408568238,12189
720575940637607646,720575941578803025,555726
720575940623122125,720575941626530442,11742
720575940606112940,720575941535086424,11074
720575940614236200,720575941624437756,802893
720575940627732361,720575941392812548,10562
720575940619877396,720575941607119725,10643
720575940627055303,720575941471127104,522969
720575940644542880,720575941479543776,11881
720575940620156283,720575941490694453,10068
720575940640325429,720575941581684601,519896
720575940626799920,720575941523079671,21863
720575940627949589,720575941450506830,10048
720575940627732423,720575941481381117,15811
720575940628582607,720575941562059176,17199
720575940606342089,720575941541271325,11098
720575940632189900,720575941618366079,10264
720575940635179871,720575941626337162,12675
720575940648180868,720575941505410876,15450
720575940630689644,720575941613532892,13104
720575940604470956,720575941456180461,13952
720575940618393478,720575941614893013,21581
720575940612376805,720575941655820244,16221
720575940624404872,720575941431875832,518309
720575940629543409,720575941598469276,12210
720575940636104767,720575941668465319,23178
720575940630297292,720575941596218225,20531
720575940628869648,720575941564504832,14249
720575940626319235,720575941552017663,16746
720575940609407939,720575941576254134,12752
720575940630106309,720575941703384026,12944
720575940618519454,720575941529830840,20886
720575940644666660,720575941662506040,11475
720575940622933765,720575941432481633,13625
720575940620823828,720575941486684226,13873
720575940612427670,720575941518261932,22596
720575940632620991,720575941565293063,16878
720575940620135645,720575941550401086,523771
720575940612146174,720575941595446309,12150
720575940620385997,720575941578693721,32362
720575940630658578,720575941595095766,13084
720575940618153637,720575941461457875,14231
720575940629310970,720575941456894701,16445
720575940621623884,720575941668522995,525303
720575940619334516,720575941601587702,23046
720575940603924512,720575941415914268,27779
720575940639578958,720575941436769324,25681
720575940627410944,720575941521267379,11301
720575940624314468,720575941481252687,76401
720575940626650776,720575941584082654,18959
720575940622778820,720575941483031482,11044
720575940637175349,720575941439576661,24595
720575940616597977,720575941688079599,524134
720575940634660833,720575941572727198,517229
720575940634989492,720575941431373743,514917
720575940637721653,720575941431269807,15505
720575940625585508,720575941515011907,529429
720575940632386131,720575941439532095,521596
720575940616825122,720575941503768043,517643
720575940622331882,720575941609692077,524990
720575940648650884,720575941574454267,10423
720575940627814728,720575941628230713,556717
720575940617280985,720575941480349664,11376
720575940627993752,720575941517035411,16104
720575940631592223,720575941480771040,61840
720575940622693670,720575941450666830,16095
720575940637185252,720575941565390695,26129
720575940620249941,720575941511469522,527367
720575940616168166,720575941433310990,38296
720575940632640287,720575941539311858,14101
720575940619456728,720575941575004937,12023
720575940627927573,720575941565405026,11342
720575940625172750,720575941431228942,512985
720575940626664553,720575941624972955,123157
720575940644790126,720575941453134407,47060
720575940623332331,720575941463953677,517879
720575940637293146,720575941569233266,13789
720575940620833974,720575941669982897,32916
720575940624015459,720575941502821355,27947
720575940614763666,720575941652598513,26027
720575940626143806,720575941471341687,10262
720575940652562081,720575941732780331,516434
720575940632171857,720575941643637861,23673
720575940638971088,720575941644318546,20113
720575940637574515,720575941568394610,16774
720575940625517460,720575941559829619,17130
720575940613650149,720575941536028609,521100
720575940638633806,720575941453024071,19902
720575940606751922,720575941569857780,521158
720575940625847810,720575941544214021,11247
720575940618013524,720575941481051299,12001
720575940623158601,720575941632610464,17380
720575940618183765,720575941645527240,91032
720575940606590338,720575941478704234,11703
720575940611906713,720575941456789407,26168
720575940639043418,720575941617789653,31378
720575940613527618,720575941435476622,88275
720575940608989909,720575941542643548,30279
720575940615104927,720575941482244547,15294
720575940615171003,720575941681328829,19316
720575940619738315,720575941413789332,16073
720575940633906588,720575941485589314,128689
720575940603722412,720575941613569756,523428
720575940629578737,720575941504673730,13614
720575940616783190,720575941570050462,556587
720575940632795532,720575941521520307,10515
720575940622738505,720575941538286578,520593
720575940607828658,720575941392389380,18446
720575940622061667,720575941573781755,47357
720575940623144885,720575941607503981,87430
720575940621203489,720575941469675531,168190
720575940632923020,720575941670181553,15407
720575940633801261,720575941437047596,15642
720575940629556495,720575941440151387,29703
720575940629525882,720575941599842345,22307
720575940627849994,720575941539300850,512255
720575940623817735,720575941524202827,49668
720575940633375405,720575941546749785,155051
720575940625297678,720575941551945351,128071
720575940611816290,720575941502182891,77926
720575940617081275,720575941525298946,39245
720575940611623630,720575941460026182,19235
720575940638715251,720575941515769347,30047
720575940622209048,720575941559482895,20730
720575940622299272,720575941599604521,249687
720575940623889895,720575941391966212,227023
720575940624418352,720575941538148338,222415
720575940628875735,720575941510571536,195910
720575940634688959,720575941498114121,191539
720575940614534623,720575941507443294,214285
720575940623715509,720575941657945936,202814
720575940621666654,720575941520039351,259513
720575940614166495,720575941539574989,26144
720575940635960462,720575941669613233,176912
720575940615735711,720575941525991426,58081
720575940607371076,720575941628182841,11275
720575940622254375,720575941589293636,11285
720575940625597317,720575941415666716,15952
720575940615345558,720575941538281597,18089
720575940615623586,720575941481566406,21944
720575940622944491,720575941626144411,29570
720575940633589855,720575941482926845,27837
720575940639705077,720575941469757405,17101
720575940628467830,720575941604585662,17333
720575940615898730,720575941533506586,16471
720575940613816062,720575941495918665,21155
720575940612692889,720575941586609886,14804
720575940631061900,720575941554888676,23220
720575940642611085,720575941587126238,143327
720575940649730937,720575941536197091,43719
720575940617689830,720575941481724239,64871
720575940618568961,720575941723103546,159980
720575940623086728,720575941669865137,116956
720575940625453901,720575941589297918,131923
720575940626004668,720575941475800628,114895
720575940617070860,720575941569435124,531974
720575940623181069,720575941578210549,136285
720575940639850147,720575941535614913,139910
720575940625985554,720575941499704738,544844
720575940637266800,720575941574380189,82365
720575940622682868,720575941545515444,120373
720575940621241699,720575941401446179,140566
720575940633629357,720575941512505420,133377
720575940620302245,720575941526466148,186127
720575940630168576,720575941558580239,99592
720575940613700333,720575941574607369,108292
720575940610236740,720575941508865374,919061
720575940622295585,720575941450433973,25108
720575940608975371,720575941610231626,54078
720575940644057635,720575941467535287,556393
720575940629105022,720575941702232282,535965
720575940615222201,720575941655193300,248488
720575940631470378,720575941498145403,97354
720575940617845505,720575941589889534,478230
720575940623357675,720575941628864550,210416
720575940612615833,720575941513845836,97027
720575940623401128,720575941559533583,79498
720575940644635172,720575941563442322,274169
720575940607948224,720575941573059400,403791
720575940612956378,720575941525938020,111277
720575940643912608,720575941543200860,117756
720575940626258532,720575941430262703,261211
720575940638081855,720575941564357127,106702
720575940625379401,720575941463860237,92042
720575940623418185,720575941515072147,26499
720575940629484791,720575941612887315,29691
720575940610239939,720575941459323295,22129
720575940638835800,720575941471434103,43203
720575940641639309,720575941454884589,48203
720575940623688013,720575941531449547,17343
720575940616258717,720575941541586717,36184
720575940622313451,720575941546612585,42082
720575940622581501,720575941481236303,36978
720575940639646022,720575941508851472,35424
720575940625752451,720575941639518239,36311
720575940632851993,720575941593247016,30436
720575940632619880,720575941409868459,34253
720575940619021272,720575941486603661,14774
720575940605829065,720575941489941708,23778
720575940616138123,720575941554110235,16144
720575940623295783,720575941587109598,13311
720575940616843403,720575941598958784,17039
720575940617315329,720575941596857500,20093
720575940626769354,720575941514382329,25404
720575940620743151,720575941477845313,26174
720575940611052356,720575941547664776,26865
720575940615060290,720575941601533414,26225
720575940633938657,720575941531687397,527364
720575940617842459,720575941431635041,110362
720575940630546540,720575941605177534,11229
720575940617575760,720575941578994513,26689
720575940616812217,720575941642586232,26731
720575940619440816,720575941562849704,28938
720575940616989964,720575941544318396,19293
720575940630945335,720575941427612244,11744
720575940606056905,720575941548410401,11620
720575940630183286,720575941629900326,11478
720575940621298270,720575941516698771,11281
720575940622920074,720575941498522441,11501
720575940618112310,720575941472995168,11400
720575940630571052,720575941468869853,12111
720575940631287912,720575941655028441,11244
720575940623137997,720575941659305752,11099
720575940626342174,720575941498871777,11292
720575940616908177,720575941568914164,11783
720575940648633988,720575941450502222,11531
720575940623792648,720575941447716116,11523
720575940617586757,720575941669398193,13821
720575940624529445,720575941494532478,18705
720575940621776227,720575941586700254,101318
720575940614222051,720575941554315347,338424
720575940639742627,720575941553322011,521628
720575940622593476,720575941559517811,56087
720575940611887075,720575941472064096,55675
720575940625723164,720575941431958113,27544
720575940631086151,720575941531722469,542313
720575940610230738,720575941479893327,33968
720575940620516299,720575941506649122,42679
720575940626717724,720575941452744361,41106
720575940618903888,720575941498917026,97950
720575940610253432,720575941480144514,84707
720575940619341806,720575941476285505,22248
720575940625971204,720575941504116459,31371
720575940611623859,720575941595708455,38374
